seg_id,s_mean,s_sd,n_raters,pos_rate
20523,-0.483459099831441,0.6274662049345204,13,0.0
20524,-0.13692989447442838,0.04192777182973942,20,0.1
20527,-0.03675383042026018,0.02180092892853741,20,0.3
20528,-0.4835065411121557,0.6271876748513902,20,0.0
20532,0.15855917918513682,0.049978534072442515,20,0.9
20533,-0.4835065411121557,0.6271876748513902,20,0.0
20534,-0.0808604687952893,0.026322454740793855,20,0.2
20535,-0.4835065411121557,0.6271876748513902,20,0.0
20537,-0.4835065411121557,0.6271876748513902,20,0.0
20541,-0.17289918525129383,0.07476926416603558,12,0.08333333333333333
20542,-0.4835065411121557,0.6271876748513902,20,0.0
20544,-0.5183585807568496,0.5747723123527343,18,0.0
20545,-0.4820091035676813,0.6273407603313739,17,0.0
20546,-0.48195643366500807,0.6276340587425611,11,0.0
20547,-0.4835065411121557,0.6271876748513902,20,0.0
20548,-0.12328575909264644,0.036864079026819416,20,0.05
20549,-0.0009819827546708796,0.028388608242425815,12,0.5
20551,-0.4835065411121557,0.6271876748513902,20,0.0
20552,-0.12675951185582426,0.03921819916429532,13,0.15384615384615385
20554,-0.4835065411121557,0.6271876748513902,20,0.0
20558,-0.4820088762003417,0.6273481036635512,15,0.0
20560,-0.19170115722572756,0.07085238081233433,17,0.058823529411764705
20561,-0.4820088762003417,0.6273481036635512,15,0.0
20563,-0.01803178949976428,0.027821196057563745,13,0.38461538461538464
20564,-0.12096760120972577,0.04176537069711076,15,0.13333333333333333
20565,-0.030730279779923007,0.027912798781424004,13,0.38461538461538464
20566,-0.483459099831441,0.6274662049345204,13,0.0
20567,-0.13534375064351778,0.04319382641907094,13,0.15384615384615385
20568,-0.05435728503917607,0.023024968074232627,20,0.25
20571,-0.4820091035676813,0.6273407603313739,17,0.0
20572,-0.4820088762003417,0.6273481036635512,15,0.0
20573,-0.4835065411121557,0.6271876748513902,20,0.0
20574,-0.4819574949362396,0.6276270783237134,12,0.0
20579,-0.4835065411121557,0.6271876748513902,20,0.0
20582,-0.13584187103230497,0.04263856042768144,17,0.11764705882352941
20583,0.06339923048240664,0.026376284200243513,20,0.75
20585,-0.4835065411121557,0.6271876748513902,20,0.0
20586,-0.08864097727424522,0.0345460442041749,12,0.16666666666666666
20588,-0.4819574949362396,0.6276270783237134,12,0.0
20591,-0.4820088762003417,0.6273481036635512,15,0.0
20592,-0.06304225661682525,0.024160120603661225,13,0.23076923076923078
20593,0.022202468056188435,0.030645103336702208,11,0.6363636363636364
20599,-0.23705538500576095,0.5503452572706458,4,0.0
20602,-0.483459099831441,0.6274662049345204,13,0.0
20605,-0.48167212172841073,0.6297140788041713,18,0.0
20607,-0.4820088762003417,0.6273481036635512,15,0.0
20621,-0.16469401908970155,0.06262881869299418,19,0.05263157894736842
20636,-0.4819545600443336,0.6276071688269198,15,0.0
20670,0.023299502417363657,0.049812106345734936,3,0.6666666666666666
20695,-0.4819536726065876,0.6276157667882512,13,0.0
20704,-0.4819536726065876,0.6276157667882512,13,0.0
20706,-0.4819527635345191,0.6275943417167469,19,0.0
20708,-0.4819545600443336,0.6276071688269198,15,0.0
20717,-0.48167212172841073,0.6297140788041713,18,0.0
20720,-0.48195396108414723,0.6276182376195577,12,0.0
20723,-0.21822571403236293,0.5439734794976252,3,0.0
20724,-0.21822571403236293,0.5439734794976252,3,0.0
20725,-0.21822571403236293,0.5439734794976252,3,0.0
20726,-0.4819536726065876,0.6276157667882512,13,0.0
20733,-0.12675951185582426,0.03921819916429532,13,0.15384615384615385
20767,-0.4819536726065876,0.6276157667882512,13,0.0
20771,-0.4817259211323504,0.6294333682781645,19,0.0
20777,-0.1623529993407856,0.061679145391185596,18,0.05555555555555555
20778,-0.12675951185582426,0.03921819916429532,13,0.15384615384615385
20780,-0.2175078047224335,0.5108699938300266,3,0.0
20781,-0.2175078047224335,0.5108699938300266,3,0.0
20782,-0.2175078047224335,0.5108699938300266,3,0.0
20783,-0.2175078047224335,0.5108699938300266,3,0.0
20784,-0.2175078047224335,0.5108699938300266,3,0.0
20785,-0.2175078047224335,0.5108699938300266,3,0.0
20786,-0.4819536726065876,0.6276157667882512,13,0.0
20788,-0.48167125595544386,0.6297081764344875,19,0.0
20789,-0.2175078047224335,0.5108699938300266,3,0.0
20790,-0.23779496304209297,0.5439107861093576,5,0.0
20791,-0.2175078047224335,0.5108699938300266,3,0.0
20792,-0.2175078047224335,0.5108699938300266,3,0.0
20793,-0.23705538500576095,0.5503452572706458,4,0.0
20795,0.34984762170133804,0.6329917053037369,13,1.0
20796,-0.06823066124202619,0.04257533160562526,4,0.25
20806,0.3124294633572142,0.5972038810411386,3,1.0
20807,0.3124294633572142,0.5972038810411386,3,1.0
20808,0.3124294633572142,0.5972038810411386,3,1.0
20811,0.16995359083428793,0.6101940958994077,3,1.0
20819,-0.48195396108414723,0.6276182376195577,12,0.0
20821,0.06985157536895513,0.028219836233028192,18,0.8333333333333334
20829,0.039723015154217736,0.05839599076380889,3,0.6666666666666666
20833,-0.058547065137001614,0.023775175282173024,13,0.38461538461538464
