seg_id,s_mean,s_sd,n_raters,pos_rate
20523,-0.8059872983647944,0.33019446711426736,13,0.0
20524,-0.6187696090045516,0.021895872835509127,21,0.14285714285714285
20527,-0.6627106508046127,0.031826969286156366,21,0.047619047619047616
20528,-0.5979758057728419,0.019602765486523375,21,0.23809523809523808
20532,-0.8132376136087278,0.33011090441699686,21,0.0
20533,-0.6319404823248078,0.024021260830151204,21,0.09523809523809523
20534,-0.8096235686144431,0.32507087879235347,20,0.0
20535,-0.8096235686144431,0.32507087879235347,20,0.0
20537,-0.8096235686144431,0.32507087879235347,20,0.0
20541,-0.8050300196882432,0.33036770828083306,12,0.0
20542,-0.8096235686144431,0.32507087879235347,20,0.0
20544,-0.5753259330094583,0.01808247028147568,19,0.3684210526315789
20545,-0.8080862755941809,0.32584107162558906,17,0.0
20546,-0.8050222390377028,0.33040327547161025,11,0.0
20547,-0.8096235686144431,0.32507087879235347,20,0.0
20548,-0.8096235686144431,0.32507087879235347,20,0.0
20549,-0.8050300196882432,0.33036770828083306,12,0.0
20551,-0.6383985894845685,0.025544867868843066,20,0.1
20552,-0.6521519523150041,0.035167221725816974,13,0.07692307692307693
20554,-0.40553063033460607,0.043822248711010356,20,0.95
20558,-0.8075781845880157,0.3267715824876574,15,0.0
20560,-0.584057924010249,0.02008360716491182,17,0.35294117647058826
20561,-0.8075781845880157,0.3267715824876574,15,0.0
20563,-0.6283415508194707,0.028177040934697875,13,0.15384615384615385
20564,-0.8075781845880157,0.3267715824876574,15,0.0
20565,-0.8059872983647944,0.33019446711426736,13,0.0
20566,-0.8059872983647944,0.33019446711426736,13,0.0
20567,-0.80687230166192,0.3343305617943638,13,0.0
20568,-0.8096235686144431,0.32507087879235347,20,0.0
20571,-0.6721212229748685,0.03713363402891753,17,0.058823529411764705
20572,-0.8075781845880157,0.3267715824876574,15,0.0
20573,-0.8096235686144431,0.32507087879235347,20,0.0
20574,-0.8050300196882432,0.33036770828083306,12,0.0
20579,-0.591118092512061,0.01924109382516493,20,0.25
20582,-0.8080862755941809,0.32584107162558906,17,0.0
20583,-0.8096235686144431,0.32507087879235347,20,0.0
20585,-0.8096235686144431,0.32507087879235347,20,0.0
20586,-0.8050300196882432,0.33036770828083306,12,0.0
20588,-0.8050300196882432,0.33036770828083306,12,0.0
20591,-0.8075781845880157,0.3267715824876574,15,0.0
20592,-0.628118839083149,0.028240910742462245,13,0.15384615384615385
20593,-0.8050222390377028,0.33040327547161025,11,0.0
20599,-0.7776465672689282,0.3159150490666066,4,0.0
20602,-0.8059872983647944,0.33019446711426736,13,0.0
20605,-0.8088127593504976,0.3304213799908416,18,0.0
20607,-0.8075781845880157,0.3267715824876574,15,0.0
