seg_id,s_mean,n_raters,pos_rate
20523,-0.534176121454595,13,0.0
20524,-0.21730144483387057,21,0.14285714285714285
20527,-0.15566323487659983,21,0.2857142857142857
20528,-0.5343986144016193,21,0.0
20532,0.01381399062254604,21,0.9047619047619048
20533,-0.5343986144016193,21,0.0
20534,-0.18538267937678105,20,0.2
20535,-0.5341852898401529,20,0.0
20537,-0.5341852898401529,20,0.0
20541,-0.26886319461377056,12,0.08333333333333333
20542,-0.5341852898401529,20,0.0
20544,-0.5638672571733228,19,0.0
20545,-0.5341510795633695,17,0.0
20546,-0.5341411394260888,11,0.0
20547,-0.5341852898401529,20,0.0
20548,-0.22090069029379053,20,0.05
20549,-0.10970045845818206,12,0.5
20551,-0.5341852898401529,20,0.0
20552,-0.22837720490601435,13,0.15384615384615385
20554,-0.5341852898401529,20,0.0
20558,-0.534148569305215,15,0.0
20560,-0.2843823602237482,17,0.058823529411764705
20561,-0.534148569305215,15,0.0
20563,-0.13469709301778454,13,0.38461538461538464
20564,-0.22214307620785934,15,0.13333333333333333
20565,-0.1403448734195593,13,0.38461538461538464
20566,-0.534176121454595,13,0.0
20567,-0.2369233387957564,13,0.15384615384615385
20568,-0.15904532889175643,20,0.25
20571,-0.5341510795633695,17,0.0
20572,-0.534148569305215,15,0.0
20573,-0.5341852898401529,20,0.0
20574,-0.5341411620513905,12,0.0
20575,-0.3555638426254755,3,0.0
20576,-0.3555638426254755,3,0.0
20577,-0.3555638426254755,3,0.0
20578,-0.3555638426254755,3,0.0
20579,-0.5341852898401529,20,0.0
20582,-0.23513337574197507,17,0.11764705882352941
20583,-0.05613987850269313,20,0.75
20585,-0.5341852898401529,20,0.0
20586,-0.1925563650954385,12,0.16666666666666666
20588,-0.5341411620513905,12,0.0
20591,-0.534148569305215,15,0.0
20592,-0.1815590747414771,13,0.23076923076923078
20593,-0.09429684388825432,11,0.6363636363636364
20595,-0.3554290777161785,3,0.0
20596,-0.3554290777161785,3,0.0
20597,-0.3554290777161785,3,0.0
20598,-0.3554290777161785,3,0.0
20599,-0.3577613676038088,5,0.0
20600,-0.3554290777161785,3,0.0
20601,-0.3554290777161785,3,0.0
20602,-0.534176121454595,13,0.0
20605,-0.5338733579015605,18,0.0
20607,-0.534148569305215,15,0.0
20609,-0.35812165939984797,3,0.0
20610,-0.35812165939984797,3,0.0
20611,-0.3571412024302414,3,0.0
20612,-0.3571412024302414,3,0.0
20613,-0.3571412024302414,3,0.0
20614,-0.3571412024302414,3,0.0
20615,-0.3571412024302414,3,0.0
20616,-0.3571412024302414,3,0.0
20617,-0.3571412024302414,3,0.0
20618,-0.3571412024302414,3,0.0
20619,-0.3571412024302414,3,0.0
20621,-0.26722880197463916,20,0.05
20622,-0.355668118361761,3,0.0
20623,-0.355668118361761,3,0.0
20624,-0.35542924731051523,3,0.0
20625,-0.35542924731051523,3,0.0
20626,-0.35542924731051523,3,0.0
20627,-0.35542924731051523,3,0.0
20628,-0.35542924731051523,3,0.0
20629,-0.35542924731051523,3,0.0
20631,-0.35542924731051523,3,0.0
20632,-0.35542924731051523,3,0.0
20633,-0.35542924731051523,3,0.0
20634,-0.35542924731051523,3,0.0
20635,-0.35542924731051523,3,0.0
20636,-0.5341422189940256,15,0.0
20637,-0.3555638426254755,3,0.0
20638,-0.3555638426254755,3,0.0
20639,-0.3555638426254755,3,0.0
20640,-0.3555638426254755,3,0.0
20641,-0.35826863608781157,3,0.0
20642,-0.35826863608781157,3,0.0
20643,-0.35826863608781157,3,0.0
20644,-0.35826863608781157,3,0.0
20647,-0.35622408393557226,3,0.0
20648,-0.35622408393557226,3,0.0
20649,-0.35622408393557226,3,0.0
20650,-0.355429268807256,3,0.0
20651,-0.355429268807256,3,0.0
20652,-0.355429268807256,3,0.0
20653,-0.3583958323182585,3,0.0
20654,-0.3583958323182585,3,0.0
20655,-0.3583958323182585,3,0.0
20656,-0.3583958323182585,3,0.0
20657,-0.3583958323182585,3,0.0
20658,-0.3583958323182585,3,0.0
20659,-0.3583958323182585,3,0.0
20660,-0.3583958323182585,3,0.0
20661,-0.3583958323182585,3,0.0
20663,-0.3571412024302414,3,0.0
20664,-0.3571412024302414,3,0.0
20665,-0.3571412024302414,3,0.0
20666,-0.3632435198003718,3,0.0
20667,-0.3632435198003718,3,0.0
20668,-0.3632435198003718,3,0.0
20669,-0.3632435198003718,3,0.0
20670,-0.0831978158821655,3,0.6666666666666666
20671,-0.3632435198003718,3,0.0
20672,-0.3632435198003718,3,0.0
20673,-0.3632435198003718,3,0.0
20674,-0.3632435198003718,3,0.0
20675,-0.3632435198003718,3,0.0
20676,-0.3632435198003718,3,0.0
20677,-0.3632435198003718,3,0.0
20678,-0.3632435198003718,3,0.0
20679,-0.3632435198003718,3,0.0
20680,-0.3632435198003718,3,0.0
20681,-0.3632435198003718,3,0.0
20682,-0.3632435198003718,3,0.0
20683,-0.3632435198003718,3,0.0
20684,-0.3632435198003718,3,0.0
20685,-0.3632435198003718,3,0.0
20686,-0.3632435198003718,3,0.0
20687,-0.3632435198003718,3,0.0
20688,-0.3632435198003718,3,0.0
20689,-0.3632435198003718,3,0.0
20690,-0.3632435198003718,3,0.0
20691,-0.3632435198003718,3,0.0
20692,-0.3632435198003718,3,0.0
20693,-0.3632435198003718,3,0.0
20694,-0.3632435198003718,3,0.0
20695,-0.5341414942333788,14,0.0
20696,-0.355429268807256,3,0.0
20697,-0.35622408393557226,3,0.0
20698,-0.35622408393557226,3,0.0
20699,-0.35622408393557226,3,0.0
20700,-0.35622408393557226,3,0.0
20701,-0.35622408393557226,3,0.0
20702,-0.35622408393557226,3,0.0
20703,-0.35622408393557226,3,0.0
20704,-0.5341422665407325,14,0.0
20705,-0.35622408393557226,3,0.0
20706,-0.5341409000866594,20,0.0
20708,-0.5341422189940256,15,0.0
20709,-0.3574135569957962,3,0.0
20710,-0.3574135569957962,3,0.0
20716,-0.355668118361761,3,0.0
20717,-0.5338729476850452,19,0.0
20718,-0.3583958323182585,3,0.0
20719,-0.3583958323182585,3,0.0
20720,-0.5341425165366702,12,0.0
20721,-0.3574135569957962,3,0.0
20722,-0.3574135569957962,3,0.0
20723,-0.35559078605247013,3,0.0
20724,-0.35559078605247013,3,0.0
20725,-0.35559078605247013,3,0.0
20726,-0.5341423286484809,13,0.0
20727,-0.35542924731051523,3,0.0
20728,-0.35542924731051523,3,0.0
20729,-0.35542924731051523,3,0.0
20730,-0.35542924731051523,3,0.0
20731,-0.35826863608781157,3,0.0
20732,-0.35826863608781157,3,0.0
20733,-0.22837720490601435,13,0.15384615384615385
20734,-0.3571412024302414,3,0.0
20735,-0.3571412024302414,3,0.0
20736,-0.3571412024302414,3,0.0
20737,-0.3571412024302414,3,0.0
20738,-0.3571412024302414,3,0.0
20739,-0.35622408393557226,3,0.0
20740,-0.35622408393557226,3,0.0
20741,-0.35543723954570045,3,0.0
20742,-0.35543723954570045,3,0.0
20744,-0.35812165939984797,3,0.0
20745,-0.35812165939984797,3,0.0
20746,-0.35812165939984797,3,0.0
20747,-0.35812165939984797,3,0.0
20748,-0.35812165939984797,3,0.0
20749,-0.35812165939984797,3,0.0
20750,-0.35812165939984797,3,0.0
20751,-0.35812165939984797,3,0.0
20752,-0.35812165939984797,3,0.0
20753,-0.35812165939984797,3,0.0
20754,-0.35812165939984797,3,0.0
20755,-0.35812165939984797,3,0.0
20756,-0.355429268807256,3,0.0
20757,-0.355429268807256,3,0.0
20758,-0.355429268807256,3,0.0
20759,-0.3555476896883615,3,0.0
20760,-0.3555476896883615,3,0.0
20761,-0.3555476896883615,3,0.0
20762,-0.3632435198003718,3,0.0
20765,-0.35826863608781157,3,0.0
20766,-0.35826863608781157,3,0.0
20767,-0.5341423286484809,13,0.0
20769,-0.36079411116628973,3,0.0
20770,-0.3554699716231433,3,0.0
20771,-0.5338817486255214,20,0.0
20775,-0.35601524569771703,3,0.0
20776,-0.35601524569771703,3,0.0
20777,-0.2663827417975281,19,0.05263157894736842
20778,-0.22837720490601435,13,0.15384615384615385
20779,-0.14200054419087468,3,0.3333333333333333
20780,-0.35671039375681907,3,0.0
20781,-0.35671039375681907,3,0.0
20782,-0.35671039375681907,3,0.0
20783,-0.35671039375681907,3,0.0
20784,-0.35671039375681907,3,0.0
20785,-0.35671039375681907,3,0.0
20786,-0.5341423286484809,13,0.0
20788,-0.5338731735206206,19,0.0
20789,-0.35671039375681907,3,0.0
20790,-0.35879795035985235,5,0.0
20791,-0.35671039375681907,3,0.0
20792,-0.35671039375681907,3,0.0
20793,-0.3577613676038088,5,0.0
20794,-0.36069355429282174,3,0.0
20795,0.0013600318962043259,14,0.9285714285714286
20796,-0.16303018324054158,5,0.2
20797,-0.36069355429282174,3,0.0
20798,-0.36069355429282174,3,0.0
20800,0.11644587401076067,3,1.0
20802,0.14295404129624906,3,1.0
20804,0.11670284493712295,3,1.0
20806,0.16342263479244032,3,1.0
20807,0.16342263479244032,3,1.0
20808,0.16342263479244032,3,1.0
20810,0.11643966459021286,3,1.0
20811,0.11711713200713215,3,1.0
20814,0.11649182256305263,3,1.0
20816,0.4829802180018101,3,1.0
20818,0.11643516888773528,3,1.0
20819,-0.5341425165366702,12,0.0
20821,-0.048150422896951824,18,0.8333333333333334
20822,0.4829802180018101,3,1.0
20826,0.14295404129624906,3,1.0
20829,-0.06817071411909605,3,0.6666666666666666
20830,0.11642012164641674,3,1.0
20831,-0.17771198994150053,3,0.3333333333333333
20833,-0.17277490334156134,13,0.38461538461538464
20834,-0.15468052191662418,18,0.2777777777777778
20835,0.11642524218633982,3,1.0
20836,0.11642524218633982,3,1.0
20837,0.11642524218633982,3,1.0
20838,-0.181137741345945,14,0.21428571428571427
20839,0.14295404129624906,3,1.0
20840,0.12152422296156203,3,1.0
20842,0.11851820243133268,3,1.0
20843,0.15486345974696247,3,1.0
20845,0.11711713200713215,3,1.0
20847,0.11642012164641674,3,1.0
20850,0.1164269760774466,3,1.0
20851,-0.1428019713713212,3,0.3333333333333333
20852,0.12152422296156203,3,1.0
20853,0.11643516888773528,3,1.0
20854,0.11643516888773528,3,1.0
20856,0.11643516888773528,3,1.0
20857,0.13612659525519094,3,1.0
20858,0.13612659525519094,3,1.0
20859,-0.16273478331259203,20,0.25
20862,-0.5341421448862379,14,0.0
20863,-0.08049943707445557,3,0.6666666666666666
20865,-0.09395195681823672,20,0.65
20866,0.11711713200713215,3,1.0
20867,0.11711713200713215,3,1.0
20868,-0.1437882840891584,3,0.3333333333333333
20869,0.11643966459021286,3,1.0
20870,-0.09247917981981983,19,0.631578947368421
20871,0.11643516888773528,3,1.0
20873,0.11643516888773528,3,1.0
20875,-0.11631586131978913,3,0.3333333333333333
20876,0.13526658290689456,3,1.0
20877,0.15486345974696247,3,1.0
20878,0.15486345974696247,3,1.0
20879,0.11711713200713215,3,1.0
